	young	middle	old
F15D4.1.1	7.203	5.824	5.966
Y113G7A.4a.1	9.546	5.14	3.449
Y102A5C.18.1	43.378	48.6	63.444
F52E1.1.1	422.475	208.132	418.161
T06C10.4.1	66.133	40.72	58.403
F23D12.7.1	132.853	45.547	54.183
VC5.3a.1	51.796	111.923	92.894
F43C9.4a.1	7.789	9.235	13.876
F54C1.7.1	610.469	328.961	138.311
T03F7.1.1	6.391	2.925	2.759
Y73B6A.4.1	24.406	21.683	18.709
Y63D3A.8.1	20.474	26.453	49.431
F49E11.11.1	23.858	12.686	9.995
F01G4.1.1	72.907	58.622	106.444
T04B2.5.1	15.167	21.502	14.153
Y66A7A.2a.1	35.757	33.035	44.997
Y55B1BM.1a.1	25.788	27.77	25.22
F56F3.2a.1	23.671	56.237	60.271
Y48E1B.14.1	4.454	5.482	5.999
D2096.4a.1	48.086	32.403	32.773
F30F8.8.1	19.638	19.71	20.37
W03B1.4a.1	40.947	52.043	34.753
T07C12.12.1	8.347	5.607	5.052
K01G5.9.1	32.049	51.77	58.945
C45G3.5.1	42.78	42.244	40.569
Y48G10A.1.1	116.298	79.96	93.002
T19B4.7.1	7.508	8.31	14.664
Y116A8C.32a.1	52.209	35.87	43.872
ZK1128.7.1	11.18	9.499	6.9
T27F2.3.1	144.948	56.327	79.076
ZK287.2a.1	9.334	7.65	13.71
F43G9.9.1	671.639	902.393	602.003
D1037.4.1	156.181	122.968	115.521
D1081.8.1	73.453	96.975	105.207
F13B9.5.1	10.64	3.481	5.367
W09D6.6.1	27.438	29.27	32.47
Y37D8A.13.1	36.938	20.423	25.923
F46C5.9.1	74.743	81.514	69.665
M18.8.1	19.245	23.051	21.124
DY3.7.1	79.361	105.626	96.108
H03A11.2.1	3.606	2.722	2.011
F15C11.1.1	3.217	2.045	1.694
F15C11.2a.1	173.112	169.072	190.392
F11A3.2a.1	44.758	38.731	36.344
F45D3.5.1	51.716	54.925	60.388
T27E9.7.1	178.98	121.308	97.62
H12C20.2.1	9.569	14.031	10.135
F08A7.1a.1	13.053	10.861	7.144
W09C5.1.1	99.835	105.242	91.784
Y6B3A.1a.1	19.145	20.957	16.81
ZC373.1a.1	23.792	14.515	20.843
ZK1248.16.1	131.119	242.435	149.864
F59B10.1.1	5.618	3.925	6.182
F29D11.2.1	38.029	30.913	35.705
F02H6.2.1	24.123	14.07	20.432
F23B2.12.1	16.347	17.093	4.612
F57H12.1.1	618.206	574.624	731.269
ZK858.1.1	53.963	49.46	72.318
T20G5.14.1	60.79	79.85	59.261
T11B7.4d.1	6.756	7.478	5.018
E02H4.6.1	60.659	35.429	37.243
F19H6.1.1	10.893	6.822	7.129
F29C12.3b.1	15.345	8.778	11.876
Y34B4A.3.1	5.826	7.536	7.713
F21G4.2.1	33.873	27.725	26.355
F59E12.13.1	61.486	106.998	94.734
K06H7.9.1	19.511	33.055	29.189
F35E12.8a.1	13.812	22.584	19.729
E03G2.3.1	13.596	12.279	3.113
F31C3.2b.1	23.898	17.491	24.95
W09C2.3a.1	34.656	40.486	46.723
F39G3.7.1	2.256	2.036	2.614
R10E9.1.1	49.801	80.276	72.663
Y113G7A.9a.1	45.54	44.956	38.139
C42C1.11a.1	122.576	101.22	82.181
Y53C10A.12.1	31.085	29.095	36.129
ZK524.4.1	27.458	21.384	21.291
Y48B6A.14.1	1613.919	1021.359	2149.103
Y39G10AL.3.1	53.843	73.84	48.669
Y18H1A.6a.1	13.087	16.594	14.457
F08C6.3.1	11.2	8.007	10.665
T12G3.7.1	32.506	66.914	55.898
R31.1a.1	7.095	7.045	7.189
Y56A3A.1a.1	136.616	141.315	150.192
F53A3.2.1	10.577	8.261	6.716
T01G1.3.1	35.232	29.46	35.589
F40F8.7.1	38.683	38.051	102.521
F57B10.3a.1	169.619	193.875	160.037
Y17G7B.2a.1	52.306	40.552	38.597
T13F2.1a.1	123.346	92.335	72.249
K08F4.9.1	148.326	194.046	149.355
W03H9.4a.1	38.172	47.15	43.062
F54D5.14.1	16.649	19.411	20.963
R151.10.1	44.342	63.841	41.568
F10B5.6.1	55.499	52.871	48.04
Y105C5B.13.1	203.777	136.866	199.601
T19D2.2.1	37.694	18.058	26.004
R03E9.1.1	11.234	22.352	33.851
F54D5.11.1	65.095	62.859	54.965
T01E8.5.1	23.184	21.729	22.555
Y50D4C.1a.1	40.922	28.075	43.859
F09F3.9.1	3.468	9.785	3.793
C14A4.5.1	26.641	25.263	24.683
F30H5.1.1	24.7	34.276	28.167
K02E10.2a.1	11.008	14.486	20.775
K09C8.5.1	2.292	1.837	1.771
T24B8.7a.1	15.098	9.807	12.959
F22D3.6.1	6.035	3.321	2.415
F58H7.8.1	8.165	18.141	14.306
F42H11.2.1	19.369	15.706	23.268
W02A2.1a.1	175.842	169.467	90.615
F54F3.4.1	24.316	56.794	37.508
F17C8.4.1	29.48	18.639	12.713
W03C9.4a.1	4.702	4.695	2.305
Y24F12A.2a.1	89.345	93.215	104.378
DY3.8.1	181.712	133.42	125.244
F38A6.3a.1	26.166	35.103	56.048
K06B4.12.1	3.932	5.742	3.146
W07A8.2c.1	16.909	30.423	24.945
Y71F9B.8a.1	14.444	7.105	19.007
C25G4.5.1	16.436	16.899	23.036
F40E10.6.1	37.404	46.162	59.636
T23G4.1.1	7.555	14.535	15.037
K09B11.9a.1	25.719	24.74	23.62
F32A11.2.1	17.045	12.01	12.614
T06H11.4.1	14.821	28.44	10.862
F10D2.9.1	34.282	32.743	2.873
T12D8.1.1	5.849	5.495	8.592
B0244.2.1	2.701	4.866	4.064
Y71G12B.11a.1	11.397	9.199	8.39
C01G6.8a.1	21.319	16.335	33.017
F07A11.6b.1	3.43	5.784	7.254
F38H4.9.1	328.706	311.572	322.869
T28D6.6a.1	121.398	125.824	120.408
Y48A6C.5a.1	9.918	4.603	6.689
W04A8.7.1	7.209	8.964	12.05
T27D12.4a.1	18.606	12.873	14.107
VZK822L.1a.1	238.701	575.285	322.246
VW02B12L.1.1	51.557	34.5	34.082
F32B5.8a.1	270.142	258.492	244.887
Y38F1A.10c.1	33.957	41.109	47.882
W02A11.1.1	18.442	31.74	22.547
T01G1.1a.1	6.67	7.646	8.83
C24H11.7a.1	26.667	23.078	26.194
F26D2.2.1	36.18	44.206	30.944
W02B12.11.1	15.509	10.423	8.207
H02I12.8.1	51.433	84.622	77.228
Y54F10BM.2.1	76.949	73.054	69.235
M01D7.7a.1	27.293	16.672	29.196
C18E9.3f.1	71.28	68.432	65.895
F36D4.3b.1	8.906	14.121	12.987
T07E3.6a.1	53.943	78.511	58.62
Y47D3A.32d.1	16.162	6.128	6.49
Y48C3A.14a.1	19.256	21.373	24.979
Y116A8A.9b.1	188.676	218.646	197.391
Y80D3A.7a.1	5.495	6.684	15.25
W02F12.4d.1	12.413	8.736	10.949
M03C11.3b.1	27.516	22.511	29.15
T28C6.1f.1	9.783	17.752	6.26
F30A10.5a.1	74.703	71.53	86.722
F21A3.11.1	9.253	22.561	30.572
F57C2.6b.1	27.646	12.305	22.17
K08H10.1k.1	176.672	571.882	496.68
T10C6.6f.1	46.885	58.726	47.162
Y38E10A.22a.1	171.604	113.622	115.853
Y38E10A.21a.1	9.182	9.526	5.591
Y116A8C.16c.1	14.352	10.723	8.649
Y48G10A.4a.1	28.537	20.607	17.663
cTel55X.1b.1	97.68	108.046	132.046
F21C10.8a.1	19.078	26.651	19.774
T05C1.4a.1	2.924	3.31	4.485
Y55B1AL.3a.1	15.491	5.593	4.79
F56C9.6b.1	92.007	61.383	57.059
F42G9.6b.1	7.223	5.963	7.563
Y25C1A.8a.1	23.382	30.97	19.332
Y39A3CR.3a.1	22.908	20.438	22.267
F29C4.7a.1	23.523	24.524	26.819
F57C9.4b.1	11.181	9.511	11.548
F26G5.1a.1	33.22	41.295	36.258
C02E11.1b.1	94.494	70.76	91.347
F26F12.3a.1	25.781	37.007	23.781
D2021.2a.1	8.09	9.051	8.384
T13H2.5a.1	7.627	4.948	4.597
D2024.5a.1	33.814	38.815	45.879
F46H6.2a.1	10.662	10.006	10.555
T08A9.11b.1	82.461	95.395	40.387
F43E2.7.1	469.559	404.438	434.228
T09A12.4c.1	9.252	6.153	7.136
F45E4.10b.1	25.67	33.529	26.443
F41E6.4a.1	52.362	42.318	66.882
F29G9.2a.1	13.252	9.546	12.748
F56B6.4a.1	23.36	17.619	22.873
F56D12.5.1	1395.01	1127.806	879.535
K11D12.3a.1	15.086	21.792	22.28
H18N23.2b.1	23.311	25.744	12.832
F59E12.4b.1	106.647	52.821	65.838
F25E5.8a.1	34.289	31.116	34.553
C18F3.4a.1	15.197	9.125	10.142
T14B4.4a.1	22.66	7.239	5.815
C52B9.3a.1	6.7	9.555	15.061
F55A12.2c.1	10.271	17.619	14.796
F55A12.9a.1	36.839	44.096	64.02
W03F8.6a.1	17.208	11.609	12.509
F33G12.6a.1	2.339	3.053	3.16
F26G1.2a.1	16.515	37.525	31.791
F01F1.1a.1	13.631	16.373	14.304
F40H3.1a.1	7.279	27.641	11.081
Y110A7A.9a.1	15.37	9.218	10.483
Y110A7A.15a.1	12.49	8.854	9.662
T10B11.7a.1	13.634	7.635	11.892
F32A5.2a.1	8.385	14.564	6.668
T25B2.2a.1	6.453	5.763	5.812
K08A2.5a.1	6.58	7.189	8.563
F38A5.2a.1	112.164	59.501	77.112
R148.5a.1	7.865	13.229	12.834
Y55F3BR.8a.1	18.876	17.96	19.756
M01B12.4c.1	25.76	42.05	32.536
H16O14.1d.1	4.607	10.796	9.858
F42A9.1a.1	6.975	5.869	8.828
F53C3.13b.1	35.331	47.215	48.861
F20D12.1a.1	244.476	219.879	218.414
F19F10.11a.1	3.322	8.452	4.41
F44E7.5a.1	15.35	13.874	16.122
C56E6.3a.1	29.596	34.818	44.098
Y37E11AL.3.1	63.741	66.645	66.009
ZC416.2.1	20.226	16.703	15.581
W05H7.4e.1	8.53	4.957	12.973
D1022.7b.1	17.22	18.056	14.552
R02F2.1b.1	47.868	40.892	48.658
D2063.3a.1	174.926	177.266	146.114
D2096.2a.1	105.467	137.825	131.452
D2096.7b.1	15.943	10.117	9.793
E02C12.8c.1	16.651	5.113	6.45
F36D4.5a.1	94.575	77.353	83.941
K07B1.6a.1	36.78	42.768	41.14
K02F2.1a.1	68.742	53.143	81.918
Y54F10AL.1a.1	82.896	85.854	84.466
W04B5.3a.1	39.086	33.421	47.057
K08F11.4a.1	14.218	15.936	14.241
ZK1055.6b.1	5.596	11.543	14.611
F56D1.4a.1	15.353	9.592	10.742
PDB1.1a.1	10.799	24.871	25.529
ZK470.2c.1	20.125	50.848	62.59
F10G7.9a.1	14.492	8.161	8.041
F12B6.2a.1	13.468	7.553	10.17
F13B9.1a.1	22.026	10.594	15.796
M60.4a.1	119.744	155.025	286.57
F14D2.13b.1	30.988	24.336	15.51
T23E7.2a.1	16.832	6.787	3.688
F28B3.5a.1	7.533	5.61	14.375
Y39G10AR.32a.1	23.84	24.97	27.377
F23H11.4a.1	20.171	18.219	18.12
T21H3.1a.1	554.527	806.666	792.492
T04C9.1a.1	19.164	16.6	21.719
T04C9.6b.1	7.697	8.749	11.082
Y38C1AA.1c.1	8.594	12.018	12.054
F32B5.6a.1	22.953	34.384	28.288
F49E8.7a.1	10.301	19.985	17.529
F47B7.2b.1	24.345	39.289	30.489
W02C12.3c.1	19.445	25.413	50.447
F35H12.2b.1	5.875	6.807	6.541
F52E1.13a.1	41.961	62.963	74.58
R08E3.4b.1	9.088	5.567	7.469
T22F3.2a.1	14.778	11.125	16.805
F44A2.1b.1	75.551	119.294	103.531
F44C4.4a.1	16.678	16.986	17.598
T10H9.5a.1	53.012	32.883	17.737
M01E11.7a.1	3.974	4.908	3.904
F53A10.2c.1	12.897	6.339	6.272
F48A11.5a.1	129.365	99.855	119.643
Y43H11AL.1b.1	19.28	18.872	17.875
Y14H12B.1a.1	118.406	163.999	160.218
F53G12.5b.1	205.383	250.596	196.042
F56C11.5a.1	25.955	45.528	56.926
F55C12.5b.1	11.789	24.75	21.908
F56B3.4a.1	20.706	27.754	22.584
T27F7.2a.1	4.299	4.185	7.657
T19A5.2a.1	43.458	46.565	43.18
H14E04.2c.1	39.575	45.153	39.343
H05C05.2a.1	34.62	52.962	57.54
R11E3.7a.1	28.098	23.378	22.183
H14N18.4a.1	6.459	5.08	4.443
H17B01.4a.1	62.979	53.289	63.324
H24G06.1a.1	1.552	2.768	2.901
T02B11.3a.1	140.801	217.649	304.021
Y49C4A.8a.1	28.809	41.478	57.104
H28G03.1a.1	56.534	52.09	70.061
H28G03.2a.1	50.167	30.909	51.262
K04C2.3a.1	181.264	92.934	288.403
ZC308.4a.1	76.626	33.253	50.749
K05B2.5b.1	16.305	20.473	15.63
W07B3.2b.1	86.528	39.751	102.23
Y110A2AL.8c.1	5.803	14.456	10.599
M01H9.3a.1	152.886	220.255	344.868
R08C7.2a.1	80.04	69.769	80.587
R08C7.10b.1	43.477	35.989	44.48
ZC8.4a.1	22.869	14.215	8.688
Y67D8A.2b.1	13.76	14.475	15.205
T04C4.1a.1	20.849	15.88	35.815
ZC328.3a.1	7.14	9.84	9.325
T05A12.4.1	3.362	6.733	5.419
T02C5.1b.1	89.06	152.138	196.111
T12C9.7a.1	15.018	29.461	13.038
W09B6.1c.1	48.837	56.684	46.12
T27B7.6a.1	9.395	2.594	8.495
Y44E3B.1a.1	11.951	11.54	17.638
ZK6.11a.1	168.051	256.431	116.794
Y53G8AR.3b.1	72.423	78.887	66.409
Y69A2AR.32a.1	6.239	6.231	4.448
Y119D3B.12a.1	22.879	23.176	23.09
T12G3.6b.1	44.634	19.414	39.858
F40F8.5a.1	78.02	159.589	98.735
F19B6.1d.1	68.845	66.878	66.808
F46B6.5e.1	14.424	13.336	14.351
F15H10.3b.1	25.079	33.34	15.889
W04D2.6c.1	33.216	24.541	32.561
F26E4.8b.1	1044.206	944.912	990.671
E01G4.3c.1	19.892	81.804	54.114
Y37A1C.1g.1	18.669	18.862	14.014
Y43F8C.6b.1	6.497	19.559	16.983
Y113G7B.23c.1	172.165	119.696	168.081
Y53H1C.2c.1	14.49	16.169	18.704
Y38C1AB.8b.1	3.24	6.095	7.949
M7.2b.1	25.46	24.936	18.652
F59B8.2b.1	296.91	194.518	189.429
F28F8.5b.1	37.81	47.39	38.939
H12D21.7b.1	27.612	38.922	44.405
F32D1.6b.1	54.748	17.19	15.582
F28C6.8b.1	110.733	86.94	61.018
Y62E10A.15b.1	59.231	39.375	33.744
F45F2.11b.1	7.226	8.118	11.141
F52D2.12.1	18.946	13.114	9.418
F01G4.4b.1	15.248	19.728	19.868
K07F5.15.1	220.209	155.693	133.936
F54E4.1b.1	8.474	8.392	8.562
K03A1.1.1	1068.647	333.67	1375.922
R07B5.9h.1	7.327	5.268	6.412
F42A6.6a.1	39.655	26.675	29.98
T08B1.2c.1	13.352	5.466	1.886
F40F11.3b.1	60.203	52.062	41.645
Y46G5A.2.1	10.853	15.054	13.605
Y87G2A.3b.1	33.01	34.115	44.532
F13B12.6.1	15.52	20.298	19.062
Y76A2B.1c.1	144.385	153.255	136.927
Y16B4A.2.1	19.202	20.131	10.289
Y51H1A.2a.1	23.454	11.328	22.155
W07E11.1b.1	75.777	60.878	58.178
Y73F8A.24c.1	21.169	23.668	21.906
Y69H2.7b.1	73.492	67.003	55.104
F13D2.1b.1	4.079	5.32	5.131
F13E9.1.1	20.244	32.316	24.992
F29G6.3f.1	23.856	19.006	22.156
M88.5c.1	111.76	129.77	127.829
F42G9.7.1	16.67	16.283	7.133
Y54G2A.75.1	161.912	149.45	197.604
F55F10.1b.1	6.67	6.961	6.932
K08D9.9.1	538.926	168.409	391.523
M04C3.1c.1	2.204	3.266	4.584
F15E11.12a.1	28.975	12.463	5.748
Y113G7A.8b.1	25.305	29.512	30.637
F17C11.4b.1	26.354	24.67	40.18
D2089.1a.1	38.42	37.733	54.21
T20D3.2.1	272.996	452.198	426.994
T20D3.6a.1	84.625	66.735	77.587
T20D3.7b.1	72.718	66.031	70.99
F09C8.2.1	8.663	8.417	6.842
F09C8.1.1	40.95	20.402	28.632
F02E9.1.1	39.29	54.207	41.766
F02E9.7.1	15.135	15.983	11.463
F18A11.1.1	43.407	40.934	20.297
F18A11.3.1	43.701	60.138	48.457
F26E4.10a.1	12.915	24.816	22.176
B0025.2.1	102.785	95.114	117.606
B0207.4.1	52.134	51.532	61.734
C06A5.6.1	46.92	25.597	16.915
C06A5.7a.1	23.25	30.398	29.626
C34G6.7a.1	80.906	87.457	98.942
C37A2.4a.1	75.379	91.474	67.899
C37A2.7.1	2655.248	3986.539	3143.433
C48B6.6a.1	12.192	9.019	8.238
C48B6.2.1	46.834	55.562	37.703
F19F10.3.1	34.588	31.916	37.827
F19F10.9.1	35.312	40.438	37.079
F19F10.10.1	9.468	6.517	6.159
F21F8.7.1	1757.675	1875.492	3494.037
F21F8.4.1	62.786	21.436	56.751
F21F8.3.1	609.368	599.814	954.993
F21F8.11.1	6.003	3.322	7.26
F28H1.3.1	206.291	201.461	172.048
F28H1.2.1	662.246	442.352	181.068
F31F7.1a.1	43.275	80.317	101.999
F40E3.2.1	53.065	57.862	53.337
F48C1.5.1	46.372	45.115	39.198
F48C1.6.1	44.727	58.471	49.678
F53F10.5.1	88.798	59.478	92.872
F53F10.3.1	241.036	107.231	110.811
K08B12.2.1	15.959	12.79	11.387
K08B12.5a.1	16.359	15.117	12.959
K09H11.3.1	19.071	25.671	20.658
K09H11.1.1	10.542	9.158	6.771
R08E5.2.1	85.775	156.45	93.82
T05E8.3.1	18.37	26.42	24.331
T10E9.2.1	5.755	6.637	5.2
T19H12.9.1	31.182	20.626	8.582
T19H12.10.1	3.502	4.319	2.178
W08A12.1a.1	30.925	13.284	18.827
W08A12.2a.1	60.729	140.818	290.235
ZK770.3.1	16.501	35.214	23.557
T28F2.7.1	3.143	7.821	3.778
C32F10.5.1	76.837	105.517	96.503
T08B2.10.1	2707.521	2683.033	2769.918
F33E2.2a.1	5.919	6.639	8.772
F33E2.5.1	28.634	16.366	31.428
F12F6.3a.1	16.489	13.9	13.778
K01G5.6.1	11.74	2.783	2.497
Y6G8.3.1	19.654	18.524	24.505
F20H11.2.1	16.525	10.64	13.491
F20H11.1.1	8.359	12.971	15.455
F20H11.5.1	120.671	116.1	163.234
F55A12.7.1	12.185	13.193	18.826
F55A12.5.1	50.083	45.241	51.739
F55A12.8.1	16.234	17.281	18.901
F55A12.4a.1	12.424	64.378	21.011
F55A12.3.1	25.154	20.34	24.334
F37E3.1.1	39.009	35.795	52.567
T21E3.1.1	47.324	45.367	36.172
T21E3.3.1	3.281	4.079	4.352
ZC581.3.1	3.727	3.757	3.15
ZC581.1.1	12.833	14.885	18.944
W03F11.1a.1	979.042	1782.518	2195.36
F28B3.7a.1	46.489	46.72	41.434
F53G12.10.1	2973.086	2530.229	2739.498
F53G12.1.1	339.771	385.354	544.757
C44E4.6.1	470.076	477.784	390.15
W02D3.5.1	454.875	324.335	285.156
W02D3.7.1	41.69	48.471	43.128
W02D3.2.1	25.123	36.622	24.693
W02D3.1.1	156.393	184.222	142.626
F57C9.5.1	20.621	19.966	21.549
F57C9.1a.1	36.515	29.745	23.521
B0414.3.1	237.314	126.95	205.702
B0414.5.1	46.01	65.953	64.042
B0414.6.1	17.669	24.614	18.066
B0414.8a.1	16.68	21.896	19.114
F56F4.5.1	16.317	8.172	19.988
T05E7.3.1	9.195	12.442	16.677
T05E7.5.1	30.718	46.028	37.37
D1007.7.1	26.827	13.994	27.481
D1007.12.1	3021.245	2936.205	2958.574
D1007.6.1	3478.695	3275.164	3206.538
D1007.5a.1	11.562	12.989	18.178
D1007.14.1	32.131	44.231	19.13
K07B1.4a.1	29.937	33.822	17.048
K07B1.5a.1	71.935	108.396	105.421
K07B1.2.1	19.781	27.121	27.755
K07B1.1.1	5.998	6.21	3.595
R08F11.1a.1	7.482	16.484	15.374
F59E12.9.1	6.254	12.977	11.091
F59E12.1.1	34.543	24.769	34.345
F23H11.2.1	3.427	3.95	2.226
F23H11.5.1	839.925	997.324	1027.752
F23H11.1.1	71.296	68.689	62.334
R155.1a.1	136.09	99.346	86.784
F52E4.8.1	7.37	12.361	20.662
C27A12.8.1	41.045	33.767	38.375
M01D7.4a.1	12.488	13.44	10.453
M01D7.6.1	156.466	154.696	216.372
C41D11.2.1	229.708	211.091	221.765
C41D11.5.1	60.358	39.733	56.755
F42A10.4a.1	33.477	36.314	32.606
T23C6.3.1	16.428	4.552	13.295
T23C6.4.1	32.646	15.136	23.988
ZC328.1.1	12.059	9.006	6.84
ZC328.4.1	63.856	52.487	59.777
B0041.4.1	3224.985	2937.126	3129.718
F19B10.5.1	7.31	16.716	7.066
F19B10.9.1	26.541	11.396	23.62
F19B10.10.1	46.702	38.831	36.215
F19B10.1.1	17.776	12.86	23.092
F43E2.4.1	28.058	22.302	27.718
F43E2.5.1	90.392	50.92	42.118
F43E2.2.1	153.29	115.466	164.751
C18E3.2.1	122.287	89.201	109.194
W08F4.8a.1	134.473	160.103	148.729
W08F4.3.1	409.69	246.84	330.904
W03D2.4.1	1074.621	898.883	941.522
T01B10.4a.1	8.269	12.452	12.18
T09B4.5.1	126.634	61.731	275.962
T09B4.8.1	42.803	27.609	21.804
T09B4.9.1	52.942	88.16	55.235
T09B4.2.1	26.388	39.455	29.864
T09B4.1.1	50.697	29.905	43.171
T20F7.6.1	24.916	20.147	30.053
T20F7.1.1	17.01	9.824	12.918
W05H7.3.1	54.372	44.82	41.567
C25A1.9a.1	24.837	27.753	38.721
C25A1.12a.1	66.141	68.05	54.726
C25A1.11.1	17.621	9.509	14.846
E01G4.4a.1	128.782	117.883	104.577
F23B2.11.1	30.841	27.511	28.599
F25H9.5a.1	38.032	44.249	59.973
F45H10.1a.1	41.821	53.615	43.955
F45H10.3.1	163.795	206.611	206.451
F45H10.4.1	17.431	46.734	39.461
F52F12.4.1	20.373	49.853	39.79
F52F12.6a.1	40.725	15.584	41.295
R11A5.3.1	47.761	9.358	30.805
R11A5.4a.1	638.839	627.813	540.452
T02E1.3b.1	54.904	48.255	42.433
T02E1.2.1	20.635	13.993	15.861
T04D3.2.1	43.982	8.108	6.032
T04D3.5.1	23.764	15.596	31.68
T22G5.2.1	20.295	32.966	17.569
T23B5.1a.1	84.592	55.434	58.846
T23D8.3.1	60.923	76.829	56.652
T23D8.4.1	129.76	135.16	141.411
T24D1.4.1	17.983	12.327	15.936
T24D1.3.1	33.75	57.159	39.147
W02D9.1a.1	91.766	80.731	91.724
ZK896.7.1	72.309	170.482	105.664
ZK896.9a.1	25.459	32.403	51.338
F35E12.6.1	170.867	355.94	294.71
F35E12.10.1	110.736	83.056	112.283
W10G6.3.1	31.48	39.347	9.278
W02D3.9.1	77.921	61.614	98.848
ZK1073.1.1	51.948	53.63	76.751
T10H9.4.1	248.207	412.305	415.0
F26E4.12.1	47.653	60.893	48.275
C09D4.5.1	4143.555	4799.324	4135.688
F20H11.3.1	932.985	786.527	633.928
R08F11.3.1	5.918	11.108	23.808
F23H11.3.1	221.247	272.971	210.973
C02A12.4.1	2422.339	6753.248	8592.754
F29A7.6.1	25.439	32.938	22.224
F17A9.4.1	36.284	20.207	17.101
F17A9.5.1	35.601	10.041	6.372
F17A9.2.1	40.534	29.381	25.584
F17A9.6.1	27.576	13.235	29.153
F44E7.2.1	34.141	62.563	25.608
F44E7.4a.1	161.575	139.897	136.912
R09E12.3.1	513.53	320.327	238.899
F40A3.3a.1	229.066	231.301	226.585
F40A3.6.1	38.166	10.162	2.889
F40A3.1.1	14.77	15.809	32.044
F39G3.5a.1	9.685	9.483	10.454
F39G3.3.1	7.635	6.087	7.722
F59A7.2.1	24.317	22.294	45.228
F32D1.7.1	82.496	57.977	68.966
F32D1.5a.1	400.606	317.718	357.206
F32D1.10.1	356.392	296.833	423.073
F32D1.2.1	512.091	722.478	737.779
F32D1.1a.1	9.623	9.875	10.476
T05C3.5.1	187.806	124.878	114.144
T21H3.3a.1	864.186	1251.619	956.296
F59D6.7a.1	20.188	6.518	11.702
F13H6.5.1	4.459	2.632	2.968
F44C8.2.1	6.226	6.479	5.858
R02F11.4.1	24.316	14.621	24.28
F29G9.5.1	294.556	284.068	260.152
F29G9.3.1	137.342	105.147	111.55
T05B4.2.1	7.15	5.13	4.72
F41E6.6.1	58.505	73.546	91.116
F41E6.9.1	116.665	187.459	167.377
F41E6.2.1	101.287	72.223	15.094
F41E6.12.1	16.056	14.791	5.807
F41E6.13a.1	78.242	64.06	105.844
T05H4.10.1	18.845	15.832	17.215
T05H4.11a.1	26.62	24.577	32.226
T05H4.12.1	853.848	1073.808	787.645
T05H4.14.1	48.237	34.999	60.723
T05H4.6a.1	201.556	160.896	132.549
T05H4.5.1	105.978	148.07	133.542
T05H4.1.1	17.003	9.979	5.457
C33C12.3a.1	12.053	18.663	25.085
F36H9.3.1	133.449	130.327	135.066
F36H9.4a.1	33.938	49.989	40.087
K02F6.7.1	39.76	44.401	33.391
W09G10.4a.1	7.926	12.948	14.958
C03H5.2.1	70.865	74.407	69.133
ZK1240.2.1	19.409	8.334	7.062
F22E5.9.1	17.404	12.828	7.634
T07D3.7a.1	59.389	29.948	67.383
T07D3.9a.1	41.502	31.466	18.996
K09F6.8.1	6.266	6.263	4.588
F45C12.7.1	45.195	29.925	54.806
F45C12.6.1	21.641	8.73	13.959
F45C12.4.1	7.959	9.01	17.103
F59E11.5.1	12.815	2.8	3.422
R07C3.8.1	6.28	4.413	7.963
R07C3.6.1	18.4	5.933	24.143
T21D12.15.1	3.836	5.078	3.988
T21D12.12.1	18.792	25.635	12.287
T21D12.4.1	25.918	23.203	21.62
T21D12.3.1	63.236	45.365	41.028
R13H8.1h.1	30.968	48.684	78.387
C10F3.1.1	50.241	51.223	35.891
F10D2.11.1	19.473	62.581	22.863
F25G6.8.1	72.102	89.561	71.423
F25G6.9.1	43.616	38.877	34.703
F25G6.2.1	17.417	17.451	17.945
K09C6.9.1	17.535	5.734	2.297
T03D3.1.1	5.162	20.25	4.665
W03F9.5.1	76.805	54.231	69.392
W03F9.10.1	78.27	67.381	79.988
W03F9.1a.1	70.006	90.006	80.761
T23B12.6.1	8.282	8.294	6.718
T23B12.7.1	33.763	24.432	13.142
T23B12.4.1	54.032	31.527	33.725
T23B12.3.1	52.198	48.685	43.478
T23B12.2.1	71.868	44.386	41.464
T15B7.4.1	23.165	8.485	3.85
T15B7.3.1	791.35	518.164	176.517
T15B7.2.1	152.895	157.265	147.868
F23F1.5.1	38.11	33.269	45.452
F23F1.3.1	12.205	6.501	5.646
F23F1.6.1	3.956	11.801	10.473
F23F1.8a.1	350.257	334.146	326.513
F23F1.1a.1	33.328	26.251	28.761
ZC308.1a.1	57.676	49.727	53.425
F42G2.6.1	7.702	2.601	6.14
H14A12.3.1	16.3	22.716	20.8
H14A12.2.1	219.942	292.69	256.465
F53A3.3a.1	2644.941	2429.316	2482.073
K10F12.4a.1	9.635	12.775	20.712
K10B4.3.1	6.727	4.547	5.253
F53G2.7.1	44.132	42.498	33.46
K02E7.9.1	28.089	13.062	21.066
R148.2.1	123.851	168.101	137.459
R148.6.1	189.256	367.017	149.322
T27A1.1.1	10.725	9.847	4.301
W10D9.5a.1	238.942	167.939	157.438
R52.1.1	74.82	45.804	59.696
C10E2.3a.1	5.809	6.177	6.264
T28B4.3.1	163.864	322.241	152.734
F52D1.1.1	15.635	4.666	2.938
F48A11.4a.1	29.856	48.62	47.33
T13B5.3.1	80.938	93.952	177.397
T13B5.5.1	7.467	9.63	15.805
F08F1.5.1	7.427	4.198	4.47
F08F1.7.1	60.467	83.379	113.481
F08F1.8.1	177.238	224.043	446.143
F52H2.6a.1	10.444	8.884	4.514
F09G2.4.1	26.716	19.44	18.842
